people	korean	original
11224	로나 패터슨	Lorna Patterson
11226	에델 머먼	Ethel Merman
11227	스티븐 스터커	Stephen Stucker
11228	왕소봉	
11229	황합	
11230	태보	
11231	전월생	
11232	베네타 필즈	Venetta Fields
11233	올리버 클락	Oliver Clark
11234	클라이디 킹	Clydie King
11235	마르타 헤플린	Marta Heflin
11237	셜리 스톨러	Shirley Stoler
11238	척 아스페그런	Chuck Aspegren
11239	루타냐 알다	Rutanya Alda
11240	아이린 미라클	Irene Miracle
11241	마이크 켈린	Mike Kellin
11242	파올로 보나첼리	Paolo Bonacelli
11245	프랑코 디오진	Franco Diogene
11247	랄프 벨라미	Ralph Bellamy
11257	어윈 레더	Erwin Leder
11273	베르나르 지로도	Bernard Giraudeau
11284	론 쉘톤	Ron Shelton
11339	피터 웰러	Peter Weller
11360	마빈 J. 맥킨타이어	Marvin J. McIntyre
11364	위질 자파	Dweezil Zappa
11375	레본 헬름	Levon Helm
11438	존 톨즈 베이	John Toles-Bey
11546	제인 모리스	Jane Morris
11559	루카스 하스	Lukas Haas
11564	콜린 듀헐스트	Colleen Dewhurst
11567	케빈 앤더슨	Kevin Anderson
11568	엘리자베스 로렌스	Elizabeth Lawrence
11569	카일 세커	Kyle Secor
11570	조셉 루벤	Joseph Ruben
11575	조지 보월즈	George Bowers
11582	조안나 멀린	Joanna Merlin
11587	칼로스 카라스코	Carlos Carrasco
11591	황건	
11594	페리 로페즈	Perry Lopez
11595	조 만텔	Joe Mantell
11596	딕 바컬리언	Dick Bakalyan
11598	로이 젠슨	Roy Jenson
11610	구봉서	
11644	장두이	
11662	이일재	
11686	정혜선	정영자
11723	로저 애쉬톤 그리피스	Roger Ashton-Griffiths
11730	김나운	
11793	팀 피곳 스미스	Tim Pigott-Smith
11812	조쉬 파이스	Josh Pais
11822	베리 베르날디	Barry Bernardi
11867	제임스 레브혼	James Rebhorn
11888	랜짓 초우드리	Ranjit Chowdhry
11889	존 우드바인	John Woodvine
11907	정소동	
11920	샘 자페	Sam Jaffe
11921	프랭크 드링	Frank Thring
11942	릴리안 몬테베치	Liliane Montevecchi
11971	박광수	
11978	멜로라 하든	Melora Hardin
11997	김진태	
12008	공호석	
12039	사만다 에가	Samantha Eggar
12041	톰 누난	Tom Noonan
12068	아코수아 버시아	Akosua Busia
12090	마셀로 마르코트	Marcelo Marcote
12101	데보라 해리	Deborah Harry
12109	마이클 콘스탄틴	Michael Constantine
12112	브루스 그레이	Bruce Gray
12137	브루스 A. 영	Bruce A. Young
12138	아미 아퀴노	Amy Aquino
12143	하워드 헤스먼	Howard Hesseman
12161	알렉 맥코웬	Alec McCowen
12181	스티븐 딜레인	Stephen Dillane
12190	마고 마틴데일	Margo Martindale
12239	토니 대로우	Tony Darrow
12240	조지 그리자드	George Grizzard
12241	트레이시 울만	Tracey Ullman
12252	테드 레빈	Ted Levine
12255	프레더릭 메이닌거	Frederique Meininger
12256	찰스 아즈나버	Charles Aznavour
12264	로스코 리 브라운	Roscoe Lee Browne
12266	루퍼트 그레이브즈	Rupert Graves
12268	장 피에르 카스탈디	Jean-Pierre Castaldi
12274	윌리엄 마르케스	William Marquez
12281	캐롤 케인	Carol Kane
12283	리 리처드슨	Lee Richardson
12289	그레이스 존스	Grace Jones
12290	윌트 체임벌린	Wilt Chamberlain
12291	올리비아 다보	Olivia d'Abo
12292	브루스 프레이셔	Bruce Fleischer
12294	메르세데스 룰	Mercedes Ruehl
12311	바나드 휴즈	Barnard Hughes
12312	헬렌 마틴	Helen Martin
12314	에이미 힐	Amy Hill
12324	M.C. 게이니	M.C. Gainey
12386	매리엄 다보	Maryam d'Abo
12396	데보라 밴 바켄버프	Deborah Van Valkenburgh
12433	진관태	Chen Kuan-Tai
12481	엘리 코넬	Ellie Cornell
12562	마가렛 콜린	Margaret Colin
12571	로저 던	Roger Dunn
12636	샤를르 드네	Charles Denner
12637	장 드사이	Jean Desailly
12691	제임스 킨	James Keane
12695	헨리 실바	Henry Silva
12697	클리프 고먼	Cliff Gorman
12699	리처드 포트노	Richard Portnow
12703	조셉 라그노	Joseph Ragno
12704	토마스 밀리안	Tomas Milian
12742	윌포드 브림리	Wilford Brimley
12743	존 피네건	John Finnegan
12744	존 반 네스	Jon Van Ness
12745	알란 퍼지	Alan Fudge
12764	다니엘 로벅	Daniel Roebuck
12765	이안 맥쉐인	Ian McShane
12827	증근영	
12830	알렉스 로코	Alex Rocco
12831	찰스 할러한	Charles Hallahan
12832	존 디선티	John DiSanti
12842	마이클 구들리프	Michael Goodliffe
12848	니올 맥긴스	Niall MacGinnis
12849	잭 그윌림	Jack Gwillim
12856	셜리 앤 필드	Shirley Anne Field
12857	알렉산더 녹스	Alexander Knox
12863	브라이언 울톤	Brian Oulton
12901	미첼 피콜리	Michel Piccoli
12902	제인 버킨	Jane Birkin
12926	패트릭 노울즈	Patric Knowles
12927	벨라 루고시	Bela Lugosi
12932	론 채니 주니어	Lon Chaney Jr.
12984	로데어 블루토	Lothaire Bluteau
13021	조지 래프트	George Raft
13022	에스텔리 게티	Estelle Getty
13023	캐럴 데이비스	Carole Davis
13024	스티브 비노비치	Steve Vinovich
13025	크리스토퍼 마허	Christopher Maher
13026	메샤크 테일러	Meshach Taylor
13052	존 애쉬튼	John Ashton
13063	범퍼 로빈슨	Bumper Robinson
13071	하비 스티븐스	Harvey Stephens
13072	데이빗 허프만	David Huffman
13075	테드 레이미	Ted Raimi
13080	안나 리	Anna Lee
13090	숀 S. 커닝햄	Sean S. Cunningham
13148	마누엘 드 블라스	Manuel de Blas
13155	호세 루이즈 고메즈	Jose Luis Gomez
13162	제임스 폭스	James Fox
13167	리차드 린치	Richard Lynch
13169	피터 그레이브스	Peter Graves
13190	제임스 코스모	James Cosmo
13243	마가리타 로자노	Margarita Lozano
13252	헬렌 버데이	Helen Buday
13308	이시바시 렌지	Ishibashi Renji
13408	클레이턴 로너	Clayton Rohner
13418	피터 제이슨	Peter Jason
13458	비비 앤더슨	Bibi Andersson
13462	비욘 그라나스	Bjorn Granath
13484	찰스 듀튼	Charles S. Dutton
13589	램버트 윌슨	Lambert Wilson
13609	주디스 아이비	Judith Ivey
13641	패트릭 버긴	Patrick Bergin
13712	미레이유 뻬리에	Mireille Perrier
13721	블라덱 쉐이벌	Vladek Sheybal
13723	해롤드 사카타	Harold Sakata
13724	게르트 프뢰베	Gert Frobe
13725	셜리 이톤	Shirley Eaton
13726	타냐 말리	Tania Mallet
13730	아돌포 셀리	Adolfo Celi
13732	가이 돌먼	Guy Doleman
13737	와카바야시 아키코	Akiko Wakabayashi
13738	탄바 테츠로	Tetsuro Tanba
13739	하마 미에	Mie Hama
13740	테루 시마다	Teru Shimada
13741	카린 도르	Karin Dor
13742	조안나 페테	Joanna Pettet
13743	달리아 라비	Daliah Lavi
13744	샤를르 보와이에	Charles Boyer
13745	커트 카스즈너	Kurt Kasznar
13749	일스 스테팻	Ilse Steppat
13751	브루스 가보	Bruce Cabot
13758	로렌스 네스미스	Laurence Naismith
13759	데이비드 보어	David Bauer
13760	제프리 홀더	Geoffrey Holder
13767	제프리 킨	Geoffrey Keen
13770	쉐인 리머	Shane Rimmer
13778	토폴	Topol
13779	질 베넷	Jill Bennett
13785	바바라 카레라	Barbara Carrera
13790	모드 아담스	Maud Adams
13791	루이 주르당	Louis Jourdan
13792	크리스티나 웨이본	Kristina Wayborn
13796	폴 하드윅	Paul Hardwick
13797	더글러스 윌머	Douglas Wilmer
13800	패트릭 맥니	Patrick Macnee
13805	아트 말릭	Art Malik
13806	토머스 위틀리	Thomas Wheatley
13807	줄리 T. 월리스	Julie T. Wallace
13809	존 테리	John Terry
13810	나딤 사왈하	Nadim Sawalha
13812	스탠리 로렌스	Stanley Lawrence
13814	수잔 브레슬로	Susan Breslau
13818	릭 아빌스	Rick Aviles
13820	테드 닐리	Ted Neeley
13822	이본 엘리먼	Yvonne Elliman
13823	베리 데넨	Barry Dennen
13824	밥 빙햄	Bob Bingham
13825	래리 마샬	Larry Marshall
13828	할리 크로스	Harley Cross
13829	제이미 쉐리던	Jamey Sheridan
13830	페오더 칼리아핀 주니어	Feodor Chaliapin Jr.
13833	웬디 킬번	Wendy Kilbourne
13834	루이스 스미스	Lewis Smith
13835	지니 프란시스	Genie Francis
13836	리처드 T. 헤프론	Richard T. Heffron
13840	보니 바틀렛	Bonnie Bartlett
13842	케빈 코너	Kevin Connor
13844	에이드리언 킹	Adrienne King
13845	벳시 팔머	Betsy Palmer
13848	커티 주라도	Katy Jurado
13849	오토 크러거	Otto Kruger
13850	해리 모건	Harry Morgan
13851	이안 맥도널드	Ian MacDonald
13852	이브 맥비프	Eve McVeagh
13853	모건 팔리	Morgan Farley
13854	해리 섀넌	Harry Shannon
13855	해리 햄린	Harry Hamlin
13856	케네스 맥밀란	Kenneth McMillan
13857	제프 브레크너	Jeff Bleckner
13858	존 색슨	John Saxon
13859	아나 카프리	Ahna Capri
13860	로버트 월	Robert Wall
13864	묘가수	
13865	레오나드 위팅	Leonard Whiting
13866	밀로 오세아	Milo O'Shea
13867	팻 헤이우드	Pat Heywood
13868	에이미 스틸	Amy Steel
13869	존 퍼리	John Furey
13875	데이너 키멜	Dana Kimmell
13876	폴 크라트카	Paul Kratka
13879	캐서린 팍스	Catherine Parks
13882	데이비드 커팀스	David Katims
13884	킴벌리 벡	Kimberly Beck
13885	피터 바튼	Peter Barton
13888	바바라 하워드	Barbara Howard
13889	로렌스 모노슨	Lawrence Monoson
13890	주디 애론슨	Judie Aronson
13891	캐리 무어	Carey More
13892	조셉 지토	Joseph Zito
13894	샌달 버그먼	Sandahl Bergman
13895	게리 로페즈	Gerry Lopez
13897	김추련	
13898	신광일	
13900	이종만	
13902	로빈 기븐스	Robin Givens
13908	로렌스 러킨빌	Laurence Luckinbill
13914	박암	
13915	김정림	
13917	제인 그리어	Jane Greer
13919	브라이언 케스트너	Bryan Kestner
13920	데일 다이	Dale Dye
13926	에빌 나이벨	Evel Knievel
13927	로렌 허튼	Lauren Hutton
13928	캐머런 미첼	Cameron Mitchell
13929	프랭크 기퍼드	Frank Gifford
13930	에릭 올슨	Eric Olson
13931	아킴 타미로프	Akim Tamiroff
13932	알터로 드 코도바	Arturo De Cordova
13933	블라디미르 소콜로프	Vladimir Sokoloff
13934	미카일 라섬니	Mikhail Rasumny
13935	포투니오 보나노바	Fortunio Bonanova
13936	에릭 펠더리	Eric Feldary
13937	빅터 바르코니	Victor Varconi
13938	카티나 팍시누	Katina Paxinouas
13939	샘 우드	Sam Wood
13940	프레드릭 포레스트	Frederic Forrest
13941	도널드 모팻	Donald Moffat
13946	알레인 커니	Alain Cuny
13947	마리카 그린	Marika Green
13948	다니엘 사키	Daniel Sarky
13949	에드 오로스	Ed O'Ross
13953	로버트 도퀴	Robert DoQui
13954	폴 맥크레인	Paul McCrane
13956	칼빈 정	Calvin Jung
13962	가브리엘 데이몬	Gabriel Damon
13964	페페 세르나	Pepe Serna
13965	프로이드 레드 크로우 웨스터먼	Floyd Red Crow Westerman
13968	앨크 소머즈	Elke Sommers
13969	허버트 롬	Herbert Lom
13970	트레이시 리드	Tracy Reed
13971	그레이엄 스탁	Graham Stark
13972	모이라 레드몬드	Moira Redmond
13973	밴다 갓셀	Vanda Godsell
13974	캐서린 쉘	Catherine Schell
13975	피터 아네	Peter Arne
13976	피터 제프리	Peter Jeffrey
13977	그레고리 아슬런	Gregoire Aslan
13978	데이비드 로지	David Lodge
13979	버트 쿽	Bert Kwouk
13980	콜린 블레이커리	Colin Blakely
13981	레너드 로시터	Leonard Rossiter
13983	안드레 마란느	Andre Maranne
13984	바이론 케인	Byron Kane
13985	딕 크로킷	Dick Crockett
13986	리차드 버논	Richard Vernon
13987	리처드 멀리건	Richard Mulligan
13988	조안나 럼리	Joanna Lumley
13989	안소니 아인리	Anthony Ainley
13990	제프리 베일든	Geoffrey Bayldon
13991	카티아 웨스	Katya Wyeth
13992	에릭 폴먼	Eric Pohlmann
13993	마르지에 로렌스	Marjie Lawrence
13994	버드 요킨	Bud Yorkin
13995	후안 호세 카메로	Juan Jose Camero
13996	안톤 글랜제리어스	Anton Glanzelius
13997	토마스 본 브롬슨	Tomas Von Bromssen
13998	카밀 코두리	Camille Coduri
14000	클라라 바우	Clara Bow
14001	찰스 버디 로저스	Charles 'Buddy' Rogers
14002	리처드 알렌	Richard Arlen
14003	윌리엄 A. 웰먼	William A. Wellman
14005	로버트 폭스워스	Robert Foxworth
14006	돈 테일러	Don Taylor
14007	톰 이웰	Tom Ewell
14008	소니 터프츠	Sonny Tufts
14009	로버트 스트라우스	Robert Strauss
14010	오스카 호몰카	Oskar Homolka
14011	마거릿 채프먼	Marguerite Chapman
14012	빅터 무어	Victor Moore
14013	디디 콘	Didi Conn
14014	마이클 자슬로우	Michael Zaslow
14015	스티븐 나단	Stephen Nathan
14016	제리 켈러	Jerry Keller
14017	리사 리브즈	Lisa Reeves
14018	버니스 니콜슨	Bernice Nicholson
14019	조셉 브룩스	Joseph Brooks
14020	더그 맥케온	Doug McKeon
14021	로니 프라이스	Lonny Price
14022	맥스 캔터	Max Cantor
14023	폴라 트루먼	Paula Trueman
14025	제시 로이스 랜디스	Jessie Royce Landis
14026	리오 G. 캐럴	Leo G. Carroll
14031	파울레트 고다드	Paulette Goddard
14032	빙 크로스비	Bing Crosby
14033	리스 스티븐스	Rise Stevens
14034	팟시 루스 밀러	Patsy Ruth Miller
14041	노먼 케리	Norman Kerry
14042	케이트 레스터	Kate Lester
14043	위니프레드 브리슨	Winifred Bryson
14044	세드릭 하드윅	Cedric Hardwicke
14045	모린 오하라	Maureen O'Hara
14046	앨런 마셜	Alan Marshal
14047	데릭 제이코비	Derek Jacobi
14048	게리 선드퀴스트	Gerry Sundquist
14049	윌리엄 자브카	William Zabka
14050	랜디 헬러	Randee Heller
14051	팻 존슨	Pat Johnson
14052	브루스 맬무스	Bruce Malmuth
14053	에디 스미스	Eddie Smith
14054	가스 존슨	Garth Johnson
14055	브렛 존슨	Brett Johnson
14056	로빈 리블리	Robyn Lively
14057	숀 커넌	Sean Kanan
14058	조나단 애빌슨	Jonathan Avildsen
14059	크리스토퍼 폴 포드	Christopher Paul Ford
14060	로리 칼혼	Rory Calhoun
14061	토미 레팅	Tommy Rettig
14062	머빈 바이	Murvyn Vye
14064	매들린 캐롤	Madeleine Carroll
14065	루시 맨하임	Lucie Mannheim
14066	고드프리 티얼	Godfrey Tearle
14067	케네스 모어	Kenneth More
14068	타이나 엘그	Taina Elg
14069	브렌다 드 밴지	Brenda De Banzie
14070	베리 존스	Barry Jones
14071	레지날드 벡위드	Reginald Beckwith
14072	페이스 브룩	Faith Brook
14073	랠프 토머스	Ralph Thomas
14074	셀레스트 홈	Celeste Holm
14075	윌리엄 랙스데일	William Ragsdale
14076	스투어트 팬킨	Stuart Pankin
14077	신시아 해리스	Cynthia Harris
14079	엄앵란	
14081	실비아 마일즈	Sylvia Miles
14082	존 맥기버	John McGiver
14083	루스 화이트	Ruth White
14084	제니퍼 설트	Jennifer Salt
14088	패트릭 페레즈	Patrick Perez
14089	패트릭 폰타나	Patrick Fontana
14090	알랑 라디에르	Alain Lathiere
14091	에릭 프랫	Eric Prat
14092	자크 부데	Jacques Boudet
14093	알피 베스	Alfie Bass
14094	테리 다운즈	Terry Downes
14095	레인 쿼리어	Iain Quarrier
14096	제시 로빈스	Jessie Robins
14097	제르지 스콜리모우스키	Jerzy Skolimowski
14098	제라르딘 페이지	Geraldine Page
14099	로버트 뉴턴	Robert Newton
14100	레슬리 뱅스	Leslie Banks
14101	에스몬드 나이트	Esmond Knight
14102	리오 겐	Leo Genn
14103	랠프 트루먼	Ralph Truman
14104	아이비 St. 헬리어	Ivy St. Helier
14105	어니스트 더시거	Ernest Thesiger
14106	맥스 아드리언	Max Adrian
14107	발렌틴 다이얼	Valentine Dyall
14108	로즈마리 머피	Rosemary Murphy
14109	리 몽고메리	Lee Montgomery
14110	노먼 알든	Norman Alden
14111	조셉 캄파넬라	Joseph Campanella
14112	폴 카	Paul Carr
14113	필 칼슨	Phil Karlson
14114	J.A. 프레스턴	J.A. Preston
14119	리랜드 팔머	Leland Palmer
14120	벤 베린	Ben Vereen
14122	잭 노먼	Zack Norman
14123	마누엘 오제다	Manuel Ojeda
14124	월터 피전	Walter Pidgeon
14125	마리어스 웨이어즈	Marius Weyers
14126	산드라 프린스루	Sandra Prinsloo
14127	니카우	N!xau
14128	루 버웨이	Louw Verwey
14129	마이클 디즈	Michael Thys
14130	레나 파루지아	Lena Farugia
14131	이안 찰슨	Ian Charleson
14132	다니엘 제롤	Daniel Gerroll
14133	서 존 길구드	Sir John Gielgud
14134	마크 싱어	Marc Singer
14135	제인 배들러	Jane Badler
14136	앤드류 프린	Andrew Prine
14137	블레어 테프킨	Blair Tefkin
14138	데이비드 파커	David Packer
14139	케네스 존슨	Kenneth Johnson
14140	제프 캔들러	Jeff Chandler
14141	데브라 파겟	Debra Paget
14142	배질 루이스댈	Basil Ruysdael
14143	윌 기어	Will Geer
14144	조이스 맥켄지	Joyce Mackenzie
14145	아서 허니커트	Arthur Hunnicutt
14146	로버트 애들러	Robert Adler
14147	델머 데이브즈	Delmer Daves
14148	도리스 베랙	Doris Belack
14151	버지니아 체릴	Virginia Cherrill
14152	플로렌스 리	Florence Lee
14153	해리 마이어스	Harry Myers
14154	알랜 가르시아	Allan Garcia
14155	리처드 조던	Richard Jordan
14157	마가렛 쉐리던	Margaret Sheridan
14158	케네스 토비	Kenneth Tobey
14159	로버트 콘스웨이트	Robert Cornthwaite
14160	제임스 R. 영	James R. Young
14161	듀이 마틴	Dewey Martin
14162	로버트 니콜스	Robert Nichols
14163	크리스찬 니비	Christian Nyby
14165	T.K. 카터	T.K. Carter
14167	나이젤 대번포트	Nigel Davenport
14170	헬렌 캔들러	Helen Chandler
14171	데이비드 매너즈	David Manners
14172	드와이트 프라이어	Dwight Frye
14173	에드워드 반 슬로언	Edward Van Sloan
14174	허버트 번스톤	Herbert Bunston
14175	토드 브라우닝	Tod Browning
14178	빅터 웡	Victor Wong
14182	토린 댓처	Torin Thatcher
14183	이소벨 엘솜	Isobel Elsom
14184	머레이 머디슨	Murray Matheson
14185	리처드 루	Richard Loo
14186	수 용	Soo Yong
14187	필립 안	Philip Ahn
14188	조자 커트라이트	Jorja Curtright
14189	도나 마르텔	Donna Martell
14190	존 하킨스	John Harkins
14191	샌디 바론	Sandy Baron
14192	그레긱 T. 넬슨	Gragig T. Nelson
14193	모린 앤더맨	Maureen Anderman
14194	나덜리 넬	Nathalie Nell
14195	세바스찬 던건	Sebastian Dungan
14198	칼로스 소토 메이어	Carlos Sotto Mayor
14199	닉 맨쿠소	Nick Mancuso
14200	데일 헤이든	Dayle Haddon
14201	엘리 슈라키	Elie Chouraqui
14205	마사 레이	Martha Raye
14207	스티븐 D. 뉴먼	Stephen D. Newman
14208	그레타 터큰	Greta Turken
14209	니노 카스텔누오보	Nino Castelnuovo
14210	안네 베르농	Anne Vernon
14211	마크 미셸	Marc Michel
14212	엘렌 파너	Ellen Farner
14213	미레일 페리	Mireille Perrey
14214	장 샹피옹	Jean Champion
14215	피에르 케이든	Pierre Caden
14216	자크 데미	Jacques Demy
14217	수디 본드	Sudie Bond
14218	랠프 넬슨	Ralph Nelson
14219	월터 햄프던	Walter Hampden
14220	마사 하이어	Martha Hyer
14221	조안 보즈	Joan Vohs
14222	마르셀 달리오	Marcel Dalio
14223	마르셀 힐레어	Marcel Hillaire
14224	넬라 워커	Nella Walker
14225	프란시스 X. 부시맨	Francis X. Bushman
